order_id,line_item_id,timestamp,store,product_id,product_name,category,gender,unit_price,original_unit_price,on_offer,quantity,line_total,payment_method
ORC-20260626-0210,2,2026-06-26 19:14:46,Orchard Central,BTM-M-04,Men's Dry Stretch Shorts,Bottoms,men,19.9,19.9,False,1,19.9,card
ORC-20260626-0004,1,2026-06-26 21:59:28,  Orchard Central  ,UND-M-02,Men's Cotton Blend Trunks,Underwear,Men,14.9,14.9,False,1,14.9,Card
PUN-20260626-0644,3,2026-06-26 18:15:27,Punggol,SOK-M-04,Men's Ribbed Crew Socks,socks,Men,5.9,5.9,False,1,5.9,Paynow
ORC-20260626-0085,1,2026-06-26 13:46:35,ORCHARD CENTRAL,UND-M-03,  Men's Airism Mesh Boxer Briefs  ,Underwear,Men,$14.9,14.9,False,1,14.9,Cash
BUG-20260626-0826,1,2026-06-26 20:55:46,Bugis,SOK-M-09,Men's No-Show Sneaker Socks,Socks,Men,4.17,5.9,True,1,4.17,Card
ORC-20260626-1115,1,2026-06-26 21:29:55,Orchard Central,UND-W-01,Women's Airism Bikini Shorts,Underwear,Women,9.9,9.9,False,1,9.9,Cash
BUG-20260626-0977,1,2026-06-26 19:11:22,Bugis,TOP-W-02,Women's Ribbed Long Sleeve Turtleneck,TOPS,Women,19.9,19.9,False,1,19.9,Card
BUG-20260626-0993,1,2026-06-26 15:34:50,  Bugis  ,UND-W-02,Women's Wireless Bra,Underwear,Women,29.9,29.9,False,2,59.8,Card
PUN-20260626-0133,2,2026-06-26 14:50:46,Punggol,BTM-M-04,Men's Dry Stretch Shorts,Bottoms,Men,19.9,19.9,False,1,19.9,PayNow
BUG-20260626-0193,1,2026-06-26 17:51:00,  Bugis  ,UND-M-02,Men's Cotton Blend Trunks,UNDERWEAR,Men,14.9,14.9,False,1,14.9,card
BUG-20260626-0984,3,2026-06-26 12:31:47,Bugis,TOP-M-02,Men's Supima Cotton Polo Shirt,Tops,Men,29.9,29.9,False,1,29.9,Card
PUN-20260626-0673,1,2026-06-26 19:31:22,Punggol,TOP-M-01,Men's Airism Cotton Crew Neck T-Shirt,Tops,Men,14.9,14.9,False,1,14.9,Card
BUG-20260626-0897,2,2026-06-26 20:35:23,Bugis,SOK-W-04,Women's Ribbed Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,paynow
ORC-20260626-0641,1,2026-06-26 20:32:55,Orchard Central,SOK-W-04,Women's Ribbed Crew Socks,SOCKS,Women,5.9,5.9,False,1,5.9,Paynow
PUN-20260626-0460,1,2026-06-26 19:11:25,Punggol,SOK-W-04,Women's Ribbed Crew Socks,Socks,WOMEN,5.9,5.9,False,1,5.9,Card
PUN-20260626-0313,2,2026-06-26 16:55:57,punggol,SOK-M-04,Men's Ribbed Crew Socks,Socks,MEN,5.9,5.9,False,1,5.9,paynow
ORC-20260626-0939,1,2026-06-26 19:00:55,  Orchard Central  ,SOK-M-01,  Men's Ankle Socks 3-Pack  ,Socks,Men,14.9,14.9,False,1,14.9,Card
PUN-20260626-0208,1,2026-06-26 16:59:33,Punggol,TOP-W-02,  Women's Ribbed Long Sleeve Turtleneck  ,Tops,Women,19.9,19.9,False,1,19.9,Cash
BUG-20260626-0771,1,2026-06-26 18:00:25,Bugis,UND-W-03,  Women's Cotton Blend Briefs  ,Underwear,Women,9.9,9.9,False,1,9.9,PayNow
ORC-20260626-0161,3,2026-06-26 21:15:13,Orchard Central,UND-M-10,Men's Cotton Blend Briefs,Underwear,Men,9.9,9.9,False,1,9.9,Card
BUG-20260626-0033,1,2026-06-26 20:04:29,Bugis,UND-W-03,Women's Cotton Blend Briefs,Underwear,Women,9.9,9.9,False,1,9.9,NETS
ORC-20260626-0933,1,2026-06-26 17:21:06,Orchard Central,BTM-M-02,Men's Slim Fit Chino Trousers,Bottoms,Men,29.9,29.9,False,1,29.9,Cash
PUN-20260626-0552,2,2026-06-26 11:42:59,Punggol,SOK-W-02,Women's Pile Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,NETS
BUG-20260626-0461,2,2026-06-26 16:51:32,Bugis,TOP-W-04,  Women's Heattech Crew Neck Long Sleeve Tee  ,Tops,WOMEN,14.9,14.9,False,1,$14.9,NETS
ORC-20260626-0756,1,2026-06-26 19:26:27,Orchard Central,TOP-W-02,Women's Ribbed Long Sleeve Turtleneck,Tops,Women,19.9,19.9,False,1,19.9,
BUG-20260626-0934,2,2026-06-26 16:34:18,Bugis,SOK-M-04,Men's Ribbed Crew Socks,SOCKS,Men,5.9,5.9,False,1,5.9,NETS
BUG-20260626-0287,1,2026-06-26 19:45:20,Bugis,SOK-M-03,Men's Airism Low-Cut Socks,Socks,MEN,5.9,5.9,False,1,5.9,Card
PUN-20260626-0363,2,2026-06-26 21:55:50,Punggol,BTM-M-02,Men's Slim Fit Chino Trousers,Bottoms,Men,29.9,29.9,False,1,29.9,Card
BUG-20260626-0458,2,2026-06-26 13:27:46,Bugis,UND-M-04,Men's Cotton Crew Neck Undershirt,Underwear,Men,14.9,14.9,False,1,14.9,Cash
ORC-20260626-0396,1,2026-06-26 20:28:00,Orchard Central,BTM-M-02,Men's Slim Fit Chino Trousers,Bottoms,men,29.9,29.9,False,1,29.9,paynow
ORC-20260626-0450,1,2026-06-26 19:59:17,Orchard Central,UND-M-04,Men's Cotton Crew Neck Undershirt,Underwear,Men,14.9,14.9,False,1,14.9,NETS
PUN-20260626-0517,1,2026-06-26 19:02:08,punggol,SOK-M-03,Men's Airism Low-Cut Socks,socks,Men,5.9,5.9,False,2,11.8,Cash
ORC-20260626-1011,1,2026-06-26 21:17:01,Orchard Central,TOP-W-01,Women's Airism Cotton Crew Neck T-Shirt,Tops,Women,14.9,14.9,False,1,14.9,NETS
BUG-20260626-1103,2,2026-06-26 16:13:47,Bugis,UND-W-01,Women's Airism Bikini Shorts,Underwear,Women,9.9,9.9,False,1,9.9,Card
ORC-20260626-0120,1,2026-06-26 14:31:02,Orchard Central,SOK-M-02,Men's Pile Crew Socks,Socks,Men,5.9,5.9,False,1,5.9,cash
ORC-20260626-0169,1,2026-06-26 18:56:19,ORCHARD CENTRAL,UND-M-01,Men's Airism Boxer Briefs,Underwear,Men,14.9,14.9,False,2,29.8,Cash
PUN-20260626-0291,2,2026-06-26 18:04:26,Punggol,BTM-W-03,Women's Ezy Ankle Pants,Bottoms,Women,29.9,29.9,False,1,29.9,Card
PUN-20260626-0439,1,2026-06-26 17:55:48,Punggol,UND-W-08,Women's Airism Camisole,Underwear,Women,14.9,14.9,False,1,14.9,PAYNOW
PUN-20260626-0195,2,2026-06-26 15:38:41,Punggol,SOK-W-03,Women's Airism Low-Cut Socks,socks,WOMEN,5.9,5.9,False,1,5.9,NETS
BUG-20260626-0254,2,2026-06-26 16:01:40,Bugis,TOP-M-01,Men's Airism Cotton Crew Neck T-Shirt,Tops,Men,14.9,14.9,False,1,14.9,Card
BUG-20260626-0332,2,2026-06-26 18:10:44,Bugis,SOK-W-07,Women's Striped Crew Socks,Socks,WOMEN,5.9,5.9,False,2,11.8,Cash
ORC-20260626-0469,1,2026-06-26 20:10:40,Orchard Central,UND-M-01,Men's Airism Boxer Briefs,UNDERWEAR,Men,14.9,14.9,False,1,14.9,Card
BUG-20260626-1074,1,2026-06-26 16:38:02,Bugis,UND-W-04,  Women's Airism T-Shirt Bra  ,Underwear,Women,29.9,29.9,False,1,29.9,NETS
BUG-20260626-0422,1,2026-06-26 19:19:29,bugis,TOP-W-04,Women's Heattech Crew Neck Long Sleeve Tee,Tops,Women,14.9,14.9,False,1,14.9,Card
PUN-20260626-0605,1,2026-06-26 20:46:20,Punggol,BTM-M-02,Men's Slim Fit Chino Trousers,Bottoms,Men,29.9,29.9,False,1,$29.9,PayNow
PUN-20260626-0298,1,2026-06-26 12:03:06,Punggol,TOP-W-02,Women's Ribbed Long Sleeve Turtleneck,Tops,Women,19.9,19.9,False,1,19.9,NETS
ORC-20260626-1012,2,2026-06-26 19:45:07,Orchard Central,BTM-W-02,  Women's High-Rise Wide Leg Pants  ,Bottoms,Women,39.9,39.9,False,1,39.9,nets
