order_id,line_item_id,timestamp,store,product_id,product_name,category,gender,unit_price,original_unit_price,on_offer,quantity,line_total,payment_method
BUG-20260619-1017,2,2026-06-19 22:00:28,Bugis,SOK-W-03,Women's Airism Low-Cut Socks,Socks,Women,5.9,5.9,False,1,5.9,Cash
BUG-20260619-0591,1,2026-06-19 12:46:28,Bugis,TOP-W-02,Women's Ribbed Long Sleeve Turtleneck,Tops,Women,19.9,19.9,False,1,19.9,CARD
PUN-20260619-0565,2,2026-06-19 20:42:22,punggol,SOK-M-04,,Socks,Men,5.9,5.9,False,1,5.9,card
PUN-20260619-0489,2,2026-06-19 17:41:37,Punggol,SOK-W-02,Women's Pile Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,Card
BUG-20260619-1330,2,2026-06-19 19:14:55,Bugis,SOK-M-07,Men's Striped Crew Socks,Socks,Men,4.61,5.9,True,1,4.61,Card
PUN-20260619-0770,2,2026-06-19 19:00:47,Punggol,SOK-M-02,Men's Pile Crew Socks,Socks,Men,5.9,5.9,False,1,5.9,PayNow
ORC-20260619-0470,2,2026-06-19 18:45:09,Orchard Central,UND-M-04,  Men's Cotton Crew Neck Undershirt  ,Underwear,Men,14.9,14.9,False,2,29.8,Card
PUN-20260619-0111,1,2026-06-19 18:45:58,Punggol,TOP-W-04,Women's Heattech Crew Neck Long Sleeve Tee,Tops,Women,14.9,14.9,False,1,14.9,Card
ORC-20260619-0833,2,2026-06-19 18:02:27,Orchard Central,SOK-W-02,Women's Pile Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,Card
BUG-20260619-0029,3,2026-06-19 15:40:36,Bugis,SOK-M-03,Men's Airism Low-Cut Socks,Socks,Men,5.9,5.9,False,1,5.9,Card
ORC-20260619-0287,1,2026-06-19 22:30:19,Orchard Central,SOK-W-04,Women's Ribbed Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,NETS
ORC-20260619-1099,3,2026-06-19 21:52:43,Orchard Central,SOK-M-02,Men's Pile Crew Socks,socks,MEN,5.9,5.9,False,1,5.9,PayNow
BUG-20260619-0494,3,2026-06-19 20:27:47,Bugis,SOK-M-03,Men's Airism Low-Cut Socks,socks,Men,5.9,5.9,False,1,5.9,NETS
PUN-20260619-0016,3,2026-06-19 19:45:10,Punggol,SOK-M-03,Men's Airism Low-Cut Socks,SOCKS,Men,5.9,5.9,False,2,11.8,Card
BUG-20260619-0054,2,2026-06-19 21:06:36,Bugis,SOK-W-02,Women's Pile Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,Card
ORC-20260619-0175,1,2026-06-19 16:55:27,Orchard Central,TOP-M-01,Men's Airism Cotton Crew Neck T-Shirt,Tops,Men,14.9,14.9,False,1,14.9,NETS
