order_id,line_item_id,timestamp,store,product_id,product_name,category,gender,unit_price,original_unit_price,on_offer,quantity,line_total,payment_method
BUG-20260612-0100,1,2026-06-12 21:06:05,Bugis,BTM-W-03,Women's Ezy Ankle Pants,Bottoms,Women,29.9,29.9,False,1,29.9,CARD
BUG-20260612-0997,3,2026-06-12 16:08:05,bugis,SOK-M-01,Men's Ankle Socks 3-Pack,Socks,Men,14.9,14.9,False,1,14.9,Card
ORC-20260612-0798,1,2026-06-12 20:02:21,Orchard Central,SOK-W-03,Women's Airism Low-Cut Socks,Socks,Women,5.9,5.9,False,1,5.9,Card
ORC-20260612-0200,1,2026-06-12 13:18:12,ORCHARD CENTRAL,SOK-M-04,  Men's Ribbed Crew Socks  ,Socks,Men,5.9,5.9,False,1,5.9,PayNow
ORC-20260612-1071,1,2026-06-12 19:25:01,Orchard Central,SOK-M-03,Men's Airism Low-Cut Socks,Socks,Men,5.9,5.9,False,1,5.9,NETS
BUG-20260612-0147,1,2026-06-12 18:33:58,Bugis,UND-M-02,Men's Cotton Blend Trunks,Underwear,Men,14.9,14.9,False,2,29.8,Card
ORC-20260612-0835,2,2026-06-12 20:53:59,Orchard Central,SOK-M-02,Men's Pile Crew Socks,Socks,Men,5.9,5.9,False,2,11.8,Card
PUN-20260612-0188,1,2026-06-12 21:42:23,Punggol,SOK-W-03,Women's Airism Low-Cut Socks,SOCKS,Women,5.9,5.9,False,1,5.9,Cash
BUG-20260612-0687,1,2026-06-12 19:04:34,Bugis,TOP-M-01,Men's Airism Cotton Crew Neck T-Shirt,Tops,men,14.9,14.9,False,1,14.9,NETS
BUG-20260612-0276,2,2026-06-12 15:46:51,  Bugis  ,UND-M-04,Men's Cotton Crew Neck Undershirt,Underwear,Men,14.9,14.9,False,1,14.9,Card
ORC-20260612-0685,1,2026-06-12 20:49:27,Orchard Central,SOK-W-07,Women's Striped Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,Card
BUG-20260612-0373,2,2026-06-12 20:21:55,Bugis,TOP-W-08,Women's Puff Sleeve Blouse,Tops,Women,$20.35,29.9,True,1,20.35,Card
