order_id,line_item_id,timestamp,store,product_id,product_name,category,gender,unit_price,original_unit_price,on_offer,quantity,line_total,payment_method
BUG-20260601-0700,2,2026-06-01 17:18:41,Bugis,SOK-W-02,  Women's Pile Crew Socks  ,Socks,Women,5.9,5.9,False,1,5.9,NETS
BUG-20260601-0416,1,2026-06-01 20:11:52,  BUGIS  ,BTM-W-06,Women's Jersey Jogger Pants,Bottoms,Women,21.94,29.9,True,1,21.94,NETS
ORC-20260601-1057,3,2026-06-01 22:56:31,Orchard Central,UND-M-02,Men's Cotton Blend Trunks,Underwear,Men,14.9,14.9,False,1,14.9,paynow
ORC-20260601-0308,2,2026-06-01 20:05:19,Orchard Central,SOK-W-02,Women's Pile Crew Socks,SOCKS,Women,5.9,5.9,False,1,5.9,Cash
PUN-20260601-0486,3,2026-06-01 22:52:45,  Punggol  ,SOK-M-03,Men's Airism Low-Cut Socks,Socks,Men,$5.9,5.9,False,1,5.9,Card
ORC-20260601-0350,3,2026-06-01 20:13:49,Orchard Central,TOP-M-04,  Men's Oxford Long Sleeve Shirt  ,TOPS,Men,29.9,29.9,False,1,29.9,Cash
ORC-20260601-0014,2,2026-06-01 20:15:42,Orchard Central,SOK-M-02,Men's Pile Crew Socks,socks,Men,5.9,5.9,False,1,$5.9,cash
PUN-20260601-0066,3,2026-06-01 11:26:24,punggol,UND-W-01,Women's Airism Bikini Shorts,Underwear,Women,9.9,9.9,False,1,9.9,PayNow
ORC-20260601-0262,1,2026-06-01 22:57:25,Orchard Central,UND-M-01,Men's Airism Boxer Briefs,Underwear,Men,14.9,14.9,False,1,14.9,NETS
PUN-20260601-0120,1,2026-06-01 17:42:17,Punggol,UND-W-01,Women's Airism Bikini Shorts,Underwear,Women,9.9,9.9,False,1,9.9,Card
ORC-20260601-0975,1,2026-06-01 15:40:32,Orchard Central,SOK-W-04,Women's Ribbed Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,Cash
BUG-20260601-0396,2,2026-06-01 20:43:17,Bugis,TOP-W-02,Women's Ribbed Long Sleeve Turtleneck,Tops,Women,19.9,19.9,False,1,19.9,Card
BUG-20260601-0075,2,2026-06-01 17:18:53,Bugis,SOK-W-03,Women's Airism Low-Cut Socks,Socks,Women,5.9,5.9,False,1,5.9,Cash
ORC-20260601-0881,2,2026-06-01 20:37:06,  Orchard Central  ,UND-M-07,Men's Stretch Cotton Boxers,Underwear,Men,14.9,14.9,False,1,14.9,Cash
BUG-20260601-0409,1,2026-06-01 18:18:11,Bugis,BTM-W-03,Women's Ezy Ankle Pants,Bottoms,Women,29.9,29.9,False,1,29.9,Cash
PUN-20260601-0015,3,2026-06-01 20:43:10,Punggol,SOK-W-03,Women's Airism Low-Cut Socks,Socks,women,5.9,5.9,False,1,5.9,PayNow
ORC-20260601-0464,2,2026-06-01 17:42:07,Orchard Central,SOK-W-02,Women's Pile Crew Socks,Socks,Women,5.9,5.9,False,1,$5.9,PayNow
ORC-20260601-1014,1,2026-06-01 20:15:21,ORCHARD CENTRAL,SOK-M-02,  Men's Pile Crew Socks  ,Socks,Men,5.9,5.9,False,1,5.9,Cash
PUN-20260601-0205,1,2026-06-01 18:52:43,Punggol,SOK-M-08,Men's Cotton Blend Dress Socks,Socks,men,9.9,9.9,False,1,9.9,Card
ORC-20260601-0466,1,2026-06-01 18:20:36,Orchard Central,SOK-M-03,  Men's Airism Low-Cut Socks  ,Socks,MEN,5.9,5.9,False,2,11.8,PayNow
PUN-20260601-0027,1,2026-06-01 12:03:45,punggol,TOP-M-01,Men's Airism Cotton Crew Neck T-Shirt,Tops,Men,14.9,14.9,False,1,14.9,Card
BUG-20260601-0796,3,2026-06-01 21:20:09,Bugis,BTM-W-02,Women's High-Rise Wide Leg Pants,Bottoms,WOMEN,39.9,39.9,False,1,39.9,NETS
ORC-20260601-0573,2,2026-06-01 22:26:40,  Orchard Central  ,UND-W-03,Women's Cotton Blend Briefs,Underwear,Women,9.9,9.9,False,1,9.9,PayNow
PUN-20260601-0261,2,2026-06-01 21:32:40,Punggol,UND-M-02,Men's Cotton Blend Trunks,Underwear,Men,14.9,14.9,False,1,14.9,NETS
BUG-20260601-0402,1,2026-06-01 18:16:07,bugis,UND-M-07,Men's Stretch Cotton Boxers,Underwear,Men,14.9,14.9,False,2,29.8,Cash
PUN-20260601-0428,2,2026-06-01 17:44:58,Punggol,SOK-M-04,Men's Ribbed Crew Socks,Socks,Men,5.9,5.9,False,1,5.9,PayNow
BUG-20260601-0225,1,2026-06-01 22:09:11,Bugis,TOP-W-04,Women's Heattech Crew Neck Long Sleeve Tee,Tops,Women,14.9,14.9,False,1,14.9,PayNow
ORC-20260601-0134,1,2026-06-01 21:21:12,  Orchard Central  ,UND-M-03,  Men's Airism Mesh Boxer Briefs  ,Underwear,Men,14.9,14.9,False,1,14.9,Card
BUG-20260601-0836,1,2026-06-01 12:48:57,Bugis,UND-M-04,Men's Cotton Crew Neck Undershirt,Underwear,Men,14.9,14.9,False,1,14.9,Card
ORC-20260601-0001,1,2026-06-01 20:01:58,Orchard Central,SOK-W-02,Women's Pile Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,PayNow
ORC-20260601-0806,1,2026-06-01 17:06:31,Orchard Central,SOK-M-01,Men's Ankle Socks 3-Pack,Socks,men,14.9,14.9,False,2,29.8,card
PUN-20260601-0421,1,2026-06-01 17:06:18,Punggol,TOP-W-03,Women's Silky Satin Blouse,Tops,Women,39.9,39.9,False,1,39.9,Card
PUN-20260601-0531,1,2026-06-01 13:30:51,Punggol,BTM-W-04,  Women's Denim Straight Jeans  ,Bottoms,Women,49.9,49.9,False,1,49.9,card
BUG-20260601-0694,2,2026-06-01 11:32:09,Bugis,TOP-M-04,Men's Oxford Long Sleeve Shirt,Tops,Men,29.9,29.9,False,1,29.9,PayNow
ORC-20260601-1130,2,2026-06-01 20:07:50,Orchard Central,TOP-W-01,Women's Airism Cotton Crew Neck T-Shirt,Tops,Women,14.9,14.9,False,1,14.9,Cash
ORC-20260601-0476,3,2026-06-01 20:05:25,Orchard Central,SOK-W-02,Women's Pile Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,Card
BUG-20260601-0749,1,2026-06-01 13:34:40,Bugis,SOK-W-03,Women's Airism Low-Cut Socks,Socks,Women,5.9,5.9,False,1,5.9,PayNow
ORC-20260601-0873,1,2026-06-01 19:12:23,Orchard Central,SOK-M-02,Men's Pile Crew Socks,Socks,Men,5.9,5.9,False,2,11.8,Card
PUN-20260601-0556,3,2026-06-01 18:05:57,Punggol,UND-W-03,Women's Cotton Blend Briefs,Underwear,Women,9.9,9.9,False,1,9.9,Cash
