order_id,line_item_id,timestamp,store,product_id,product_name,category,gender,unit_price,original_unit_price,on_offer,quantity,line_total,payment_method
ORC-20260604-1408,1,2026-06-04 16:53:49,  Orchard Central  ,BTM-M-01,Men's Ezy Ankle Pants,Bottoms,Men,29.9,29.9,False,1,29.9,Card
ORC-20260604-1110,3,2026-06-04 15:50:25,orchard central,UND-M-03,Men's Airism Mesh Boxer Briefs,Underwear,Men,14.9,14.9,False,1,14.9,Card
BUG-20260604-0669,1,2026-06-04 22:05:38,BUGIS,TOP-W-01,Women's Airism Cotton Crew Neck T-Shirt,Tops,Women,14.9,14.9,False,1,14.9,Card
PUN-20260604-0282,1,2026-06-04 14:38:28,Punggol,UND-M-04,Men's Cotton Crew Neck Undershirt,UNDERWEAR,MEN,14.9,14.9,False,1,14.9,Card
ORC-20260604-1053,1,2026-06-04 21:31:43,ORCHARD CENTRAL,SOK-W-03,Women's Airism Low-Cut Socks,Socks,women,5.9,5.9,False,1,5.9,
BUG-20260604-0214,1,2026-06-04 19:36:50,Bugis,SOK-W-04,Women's Ribbed Crew Socks,SOCKS,Women,5.9,5.9,False,1,5.9,PayNow
BUG-20260604-0340,1,2026-06-04 20:20:58,Bugis,BTM-W-04,Women's Denim Straight Jeans,Bottoms,women,49.9,49.9,False,1,49.9,paynow
PUN-20260604-0215,2,2026-06-04 14:47:09,Punggol,UND-W-02,Women's Wireless Bra,Underwear,Women,29.9,29.9,False,1,29.9,nets
ORC-20260604-0650,3,2026-06-04 16:54:41,ORCHARD CENTRAL,TOP-W-01,Women's Airism Cotton Crew Neck T-Shirt,Tops,Women,14.9,14.9,False,1,14.9,Cash
ORC-20260604-0531,1,2026-06-04 21:47:07,Orchard Central,BTM-W-02,Women's High-Rise Wide Leg Pants,Bottoms,Women,39.9,39.9,False,1,39.9,NETS
ORC-20260604-1058,2,2026-06-04 20:06:09,orchard central,SOK-W-01,Women's Ankle Socks 3-Pack,Socks,Women,14.9,14.9,False,1,14.9,Cash
ORC-20260604-1135,1,2026-06-04 19:45:21,Orchard Central,UND-M-01,Men's Airism Boxer Briefs,Underwear,Men,14.9,14.9,False,1,14.9,Card
ORC-20260604-0826,1,2026-06-04 19:34:36,Orchard Central,TOP-M-04,Men's Oxford Long Sleeve Shirt,Tops,Men,29.9,29.9,False,1,29.9,Card
ORC-20260604-0360,2,2026-06-04 20:49:17,Orchard Central,SOK-M-04,Men's Ribbed Crew Socks,Socks,Men,5.9,5.9,False,1,5.9,Cash
BUG-20260604-0353,3,2026-06-04 11:23:48,Bugis,SOK-M-05,Men's Sport Ankle Socks,Socks,Men,5.9,5.9,False,1,5.9,Card
PUN-20260604-0109,2,2026-06-04 20:11:51,Punggol,BTM-W-06,Women's Jersey Jogger Pants,Bottoms,Women,21.94,29.9,True,1,21.94,nets
PUN-20260604-0070,1,2026-06-04 12:17:06,Punggol,BTM-M-08,Men's Relaxed Fit Denim Shorts,Bottoms,men,22.99,29.9,True,1,22.99,Card
ORC-20260604-1383,1,2026-06-04 13:03:07,Orchard Central,SOK-M-04,Men's Ribbed Crew Socks,Socks,Men,5.9,5.9,False,1,5.9,Card
PUN-20260604-0513,1,2026-06-04 16:03:42,Punggol,SOK-W-04,Women's Ribbed Crew Socks,SOCKS,Women,5.9,5.9,False,1,5.9,NETS
PUN-20260604-0489,2,2026-06-04 12:47:04,Punggol,UND-M-02,  Men's Cotton Blend Trunks  ,Underwear,Men,14.9,14.9,False,1,14.9,Card
ORC-20260604-0901,2,2026-06-04 22:38:35,orchard central,SOK-M-03,Men's Airism Low-Cut Socks,Socks,Men,5.9,5.9,False,2,11.8,Card
PUN-20260604-0459,1,2026-06-04 21:30:07,punggol,TOP-M-01,Men's Airism Cotton Crew Neck T-Shirt,Tops,Men,14.9,14.9,False,1,14.9,NETS
ORC-20260604-0390,2,2026-06-04 17:39:39,Orchard Central,SOK-W-03,Women's Airism Low-Cut Socks,SOCKS,Women,5.9,5.9,False,2,11.8,Card
BUG-20260604-0566,2,2026-06-04 22:29:11,BUGIS,UND-M-04,Men's Cotton Crew Neck Undershirt,UNDERWEAR,Men,14.9,14.9,False,1,14.9,Card
PUN-20260604-0173,1,2026-06-04 11:26:59,Punggol,SOK-M-02,Men's Pile Crew Socks,Socks,Men,5.9,5.9,False,1,5.9,Cash
ORC-20260604-0985,3,2026-06-04 15:51:03,Orchard Central,SOK-W-03,Women's Airism Low-Cut Socks,Socks,Women,5.9,5.9,False,1,5.9,Cash
BUG-20260604-0380,1,2026-06-04 19:59:16,Bugis,SOK-W-03,Women's Airism Low-Cut Socks,Socks,Women,5.9,5.9,False,1,5.9,NETS
PUN-20260604-0562,1,2026-06-04 13:18:23,Punggol,SOK-M-02,Men's Pile Crew Socks,Socks,Men,5.9,5.9,False,1,5.9,cash
ORC-20260604-1060,2,2026-06-04 17:24:06,Orchard Central,TOP-M-04,Men's Oxford Long Sleeve Shirt,Tops,Men,29.9,29.9,False,1,29.9,PayNow
PUN-20260604-0350,2,2026-06-04 12:54:15,Punggol,TOP-W-01,Women's Airism Cotton Crew Neck T-Shirt,Tops,Women,14.9,14.9,False,1,14.9,
PUN-20260604-0006,2,2026-06-04 15:25:04,  Punggol  ,SOK-M-03,Men's Airism Low-Cut Socks,Socks,Men,5.9,5.9,False,1,5.9,Card
BUG-20260604-0067,2,2026-06-04 20:19:50,Bugis,SOK-M-04,  Men's Ribbed Crew Socks  ,SOCKS,Men,5.9,5.9,False,2,11.8,PayNow
ORC-20260604-1264,1,2026-06-04 13:47:01,Orchard Central,UND-M-04,Men's Cotton Crew Neck Undershirt,Underwear,Men,$14.9,14.9,False,1,14.9,PayNow
BUG-20260604-0596,1,2026-06-04 19:38:33,Bugis,UND-M-04,Men's Cotton Crew Neck Undershirt,Underwear,Men,14.9,14.9,False,1,14.9,PayNow
PUN-20260604-0400,3,2026-06-04 21:49:06,Punggol,SOK-W-02,Women's Pile Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,Card
ORC-20260604-1426,1,2026-06-04 17:08:59,Orchard Central,UND-W-02,Women's Wireless Bra,Underwear,Women,$29.9,29.9,False,2,59.8,PAYNOW
ORC-20260604-0058,1,2026-06-04 19:08:42,Orchard Central,SOK-W-01,Women's Ankle Socks 3-Pack,Socks,Women,14.9,14.9,False,1,14.9,PayNow
ORC-20260604-0691,1,2026-06-04 20:19:16,Orchard Central,TOP-W-01,  Women's Airism Cotton Crew Neck T-Shirt  ,Tops,Women,14.9,14.9,False,1,14.9,
BUG-20260604-0164,2,2026-06-04 22:37:46,Bugis,SOK-W-02,  Women's Pile Crew Socks  ,Socks,Women,5.9,5.9,False,1,5.9,PayNow
BUG-20260604-0685,1,2026-06-04 18:31:07,Bugis,TOP-M-04,Men's Oxford Long Sleeve Shirt,Tops,Men,29.9,29.9,False,1,29.9,Card
BUG-20260604-0498,1,2026-06-04 21:19:16,Bugis,SOK-W-03,Women's Airism Low-Cut Socks,Socks,Women,5.9,5.9,False,1,5.9,Card
BUG-20260604-0280,1,2026-06-04 13:29:35,Bugis,TOP-M-03,Men's Dry-EX Crew Neck T-Shirt,Tops,Men,19.9,19.9,False,1,19.9,Card
BUG-20260604-0060,3,2026-06-04 18:48:31,BUGIS,SOK-M-02,Men's Pile Crew Socks,Socks,Men,5.9,5.9,False,1,5.9,Paynow
ORC-20260604-0641,1,2026-06-04 11:46:14,Orchard Central,SOK-W-08,Women's Lace Trim Ankle Socks,Socks,Women,5.9,5.9,False,1,5.9,Card
BUG-20260604-0436,1,2026-06-04 21:28:04,  Bugis  ,SOK-W-02,Women's Pile Crew Socks,Socks,Women,5.9,5.9,False,1,5.9,PayNow
ORC-20260604-0458,1,2026-06-04 14:08:36,Orchard Central,SOK-M-09,Men's No-Show Sneaker Socks,Socks,Men,4.11,5.9,True,1,4.11,Card
BUG-20260604-0208,3,2026-06-04 21:06:59,Bugis,UND-W-02,Women's Wireless Bra,UNDERWEAR,Women,29.9,29.9,False,1,29.9,Cash
ORC-20260604-0059,2,2026-06-04 16:59:09,Orchard Central,SOK-W-09,Women's No-Show Sneaker Socks,Socks,Women,5.9,5.9,False,1,5.9,NETS
BUG-20260604-0485,1,2026-06-04 20:30:45,Bugis,SOK-W-03,  Women's Airism Low-Cut Socks  ,Socks,Women,5.9,5.9,False,2,11.8,Card
PUN-20260604-0157,1,2026-06-04 14:47:55,Punggol,TOP-M-01,Men's Airism Cotton Crew Neck T-Shirt,Tops,Men,14.9,14.9,False,1,14.9,Card
ORC-20260604-1327,1,2026-06-04 19:15:02,Orchard Central,SOK-M-09,Men's No-Show Sneaker Socks,Socks,Men,4.11,5.9,True,2,8.22,Cash
PUN-20260604-0518,1,2026-06-04 20:57:18,  Punggol  ,TOP-M-03,Men's Dry-EX Crew Neck T-Shirt,Tops,Men,19.9,19.9,False,1,19.9,PayNow
